,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,timeseries_id,noise_scale,n_species,sampling_scheme,n_timeseries,n_timepoints,seq_depth,ground_truth
6,21.309090909090916,0.14979220356665052,0.0,0.3320915402295055,1.011864872734518,0.12670022817067877,0.7286819610640186,0.8191641195831401,1.1872034518889336,1.979406873156552,0.9799329397542229,10488077,0.1,10,random,5,10,high,10_sp_gt_1
7,23.73333333333334,0.2761556562885411,0.0,0.441670493782035,0.9239730923468074,0.04015816602084682,1.2653037238428095,0.7955430376171736,1.7373943738918738,1.8535030018032455,1.321848653100074,10488077,0.1,10,random,5,10,high,10_sp_gt_1
8,24.945454545454552,0.32533517342898416,0.0,0.7123420171340531,1.0137767473640493,0.03009649071385055,1.2118316953339374,0.8741874468012076,0.8289568427538893,1.757073254038576,1.3032971491431922,10488077,0.1,10,random,5,10,high,10_sp_gt_1
9,27.369696969696975,0.22661851545064474,0.0,1.0194828767606712,0.9313866018056226,0.022080238027275417,0.9171872837034543,0.5530292734108636,1.0233203287569217,1.6495094421830716,1.1530650559831954,10488077,0.1,10,random,5,10,high,10_sp_gt_1
0,0.0,0.09,0.09,0.08,0.08,0.08,0.06,0.04,0.01,0.09,0.02,8982779,0.1,10,random,5,10,high,10_sp_gt_1
1,2.5212121212121215,0.6937433125567988,0.09258887841063453,0.4436188294257152,0.2008155458726294,0.15700844406060066,0.07992982132904584,0.10086008567350523,0.3824641162803638,0.2451818676021816,0.011007875801804595,8982779,0.1,10,random,5,10,high,10_sp_gt_1
2,4.945454545454544,0.22476574712310107,0.0,1.6322180388429226,0.8039919165655092,0.3695848797997058,0.15894080525922893,0.28743750344726626,2.8191033197775823,0.20442375353004025,0.041888886984606334,8982779,0.1,10,random,5,10,high,10_sp_gt_1
3,10.096969696969696,0.0,0.0,0.8446346470201042,1.0925725363235932,1.216997216332707,0.7556804044349724,1.6861187238739312,2.0087362552672587,0.13306238605136333,1.2287244834743212,8982779,0.1,10,random,5,10,high,10_sp_gt_1
4,11.309090909090909,0.0,0.0,0.7919437220629142,1.007603985548851,1.698219619861164,0.6156049245074162,1.4732071047166748,1.6150551478058943,0.2094490838782193,1.451189036047102,8982779,0.1,10,random,5,10,high,10_sp_gt_1
5,12.52121212121212,0.0,0.0,0.6063176993970012,1.0641055429526625,1.1843884178678779,0.654931973042372,1.62240011937571,1.0755159384212374,0.6041467511446212,1.32756517230361,8982779,0.1,10,random,5,10,high,10_sp_gt_1
6,13.733333333333333,0.0,0.0,0.615103514013896,1.089784861731101,0.8479966325453194,0.7179381707995024,1.63832210221095,1.2064042297305606,1.3190509502040226,1.1213055707482233,8982779,0.1,10,random,5,10,high,10_sp_gt_1
7,17.369696969696975,0.0,0.0,0.5238844340802611,1.02255257007823,0.344219581724479,1.235710199490772,1.6962656015779312,0.9715736719582005,1.394540234389707,1.0570963309479062,8982779,0.1,10,random,5,10,high,10_sp_gt_1
8,24.945454545454552,0.0,0.0,0.404951082048781,0.7411563709786539,0.0286348992402443,0.6506730171794513,0.595015475723021,1.9368613404578974,1.5319014775011954,1.1857483140592264,8982779,0.1,10,random,5,10,high,10_sp_gt_1
9,28.58181818181819,0.0,0.0,0.3811350726030743,0.6870128315270095,0.016616152283836262,0.9325234499330686,0.7725100439578068,1.4379088530371367,2.264318734140159,1.679691117190338,8982779,0.1,10,random,5,10,high,10_sp_gt_1
